amount,tx_count_1min,tx_amount_1hour,is_new_device,is_overseas,is_night,currency,sender_country,receiver_country,is_cross_border,amount_risk_tier,amount_usd_equivalent,avg_amount_usd_24h,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,sender_total_amount_usd_24h,receiver_inbound_count_24h,sender_receiver_tx_count_24h,small_amount_burst_1m,small_amount_spread_24h,is_first_time_receiver,fraud
1543696.14,1,8462224.88,0,0,0,VND,VN,VN,0,MEDIUM,61.75,58.77,1034,440,2,117.54,1,2,0,0,0,0
466497.0,0,2411957.92,0,0,0,VND,VN,VN,0,MEDIUM,18.66,24.21,1116,540,2,48.42,3,0,0,0,0,0
278433.76,0,955806.12,0,0,0,VND,VN,VN,0,MEDIUM,11.14,11.18,1357,688,1,11.18,1,0,0,0,0,0
706339.56,2,3606162.02,0,0,1,VND,VN,VN,0,MEDIUM,28.25,34.71,1474,284,2,69.43,1,1,0,0,1,0
129103.02,2,340932.7,0,0,1,VND,VN,VN,0,LOW,5.16,11.98,878,674,1,11.98,2,1,0,0,0,0
928016.47,0,1570864.3,0,0,0,VND,VN,VN,0,MEDIUM,37.12,41.8,212,131,1,41.8,1,1,0,0,0,0
168585.78,2,672796.76,0,0,0,VND,VN,VN,0,LOW,6.74,1.44,1270,439,4,5.75,0,1,0,0,0,0
1507661.79,0,1559410.15,0,0,0,VND,VN,VN,0,MEDIUM,60.31,48.1,1480,538,3,144.29,2,2,0,0,0,0
173192.59,0,460117.21,0,0,1,VND,VN,VN,0,LOW,6.93,7.07,730,83,1,7.07,1,1,0,0,0,0
487125.17,0,2056165.98,0,0,0,VND,VN,VN,0,MEDIUM,19.49,54.02,42,693,0,54.02,1,0,0,0,0,0
92071.35,0,416824.83,0,0,0,VND,VN,VN,0,LOW,3.68,3.0,1469,56,2,6.0,2,2,0,0,0,0
252726.05,0,370273.57,0,0,0,VND,VN,VN,0,MEDIUM,10.11,2.8,875,549,7,19.62,0,3,0,0,0,0
131956.81,2,969591.87,0,0,0,VND,VN,VN,0,LOW,5.28,3.71,701,210,3,11.12,0,3,0,0,0,1
100595.4,1,434831.88,0,0,0,VND,VN,VN,0,LOW,4.02,2.29,1149,488,3,6.86,1,1,0,0,0,0
732441.98,1,1820000.72,0,0,1,VND,VN,VN,0,MEDIUM,29.3,12.15,278,780,3,36.46,0,3,0,0,0,1
118105.58,3,690166.56,1,0,0,VND,VN,VN,0,LOW,4.72,0.56,530,353,6,3.37,1,1,0,0,0,0
525042.12,2,1521415.32,0,1,0,VND,VN,US,1,MEDIUM,21.0,13.1,988,13,2,26.21,2,0,0,0,1,0
156575.48,4,854402.45,0,0,0,VND,VN,VN,0,LOW,6.26,1.93,420,267,4,7.72,0,2,0,0,0,0
697144.04,0,2381582.49,0,0,0,VND,VN,VN,0,MEDIUM,27.89,28.95,1442,696,3,86.86,0,1,0,0,0,0
636108.4,1,1550515.99,0,0,1,VND,VN,VN,0,MEDIUM,25.44,42.69,1236,505,2,85.37,2,0,0,0,0,0
768903.93,2,3776747.65,0,0,0,VND,VN,VN,0,MEDIUM,30.76,17.27,474,777,2,34.54,1,2,0,0,0,0
164415.59,0,497165.57,0,0,1,VND,VN,VN,0,LOW,6.58,3.19,1455,475,3,9.57,1,0,0,0,0,0
816025.22,1,4899012.79,0,0,1,VND,VN,VN,0,MEDIUM,32.64,34.99,492,143,2,69.97,1,2,0,0,0,0
163368.15,2,487273.63,0,0,0,VND,VN,VN,0,LOW,6.53,7.52,404,655,3,22.55,3,1,0,0,0,0
168380.92,1,779651.9,0,0,0,VND,VN,VN,0,LOW,6.74,2.55,1146,274,2,5.1,3,2,0,0,0,0
175598.32,0,549351.34,0,0,0,VND,VN,VN,0,LOW,7.02,5.84,1160,96,4,23.35,3,0,0,0,0,0
180460.44,2,530957.73,0,0,0,VND,VN,VN,0,LOW,7.22,9.34,1440,745,0,9.34,2,0,0,0,0,0
277037.96,1,1713828.77,0,0,0,VND,VN,VN,0,MEDIUM,11.08,7.64,903,75,4,30.54,1,3,0,0,0,0
158099.49,1,161317.42,0,0,0,VND,VN,VN,0,LOW,6.32,4.6,625,114,4,18.41,2,0,0,0,1,0
958435.28,4,4863529.03,0,1,0,VND,VN,US,1,MEDIUM,38.34,20.77,634,639,4,83.09,1,2,0,0,0,0
41896.23,3,243024.36,0,0,0,VND,VN,VN,0,LOW,1.68,0.65,907,646,2,1.3,1,2,0,0,0,0
351902.5,1,1605840.58,0,0,0,VND,VN,VN,0,MEDIUM,14.08,15.86,906,767,2,31.72,2,2,0,0,1,0
130972.18,3,469692.62,1,0,0,VND,VN,VN,0,LOW,5.24,0.98,170,506,7,6.89,0,0,0,0,1,0
179502.71,3,729737.57,1,0,0,VND,VN,VN,0,LOW,7.18,3.47,226,755,2,6.94,2,1,0,0,0,0
182782.89,0,820526.86,0,0,0,VND,VN,VN,0,LOW,7.31,3.71,662,689,2,7.41,1,2,0,0,0,0
601618.73,1,3741075.88,0,0,0,VND,VN,VN,0,MEDIUM,24.06,39.32,734,21,0,39.32,4,0,0,0,0,0
432981.72,1,1112028.6,0,0,0,VND,VN,VN,0,MEDIUM,17.32,29.65,827,287,1,29.65,0,1,0,0,0,0
261932.85,3,1393956.79,1,0,0,VND,VN,VN,0,MEDIUM,10.48,5.01,1315,58,5,25.03,0,1,0,0,0,0
173437.78,4,478240.66,0,0,0,VND,VN,VN,0,LOW,6.94,7.74,39,90,2,15.49,3,1,0,0,0,0
533470.13,1,1649129.79,0,0,0,VND,VN,VN,0,MEDIUM,21.34,21.17,151,513,2,42.33,1,1,0,0,0,0
1139422.94,0,3679305.7,0,0,0,VND,VN,VN,0,MEDIUM,45.58,7.44,1185,489,8,59.55,2,1,0,0,1,0
290396.93,1,374046.69,0,0,0,VND,VN,VN,0,MEDIUM,11.62,13.2,410,533,3,39.61,0,0,0,0,0,0
89434.42,2,187009.54,0,0,0,VND,VN,VN,0,LOW,3.58,2.79,949,582,4,11.18,0,2,0,0,0,0
175050.18,0,983471.84,0,0,0,VND,VN,VN,0,LOW,7.0,9.56,263,12,2,19.11,1,0,0,0,0,0
451085.47,0,2552759.47,0,0,1,VND,VN,VN,0,MEDIUM,18.04,4.86,567,113,3,14.59,2,1,0,0,0,0
212769.61,1,1267498.77,0,0,0,VND,VN,VN,0,MEDIUM,8.51,2.94,860,411,5,14.69,0,2,0,0,1,0
155745.58,4,75099.49,0,0,1,VND,VN,VN,0,LOW,6.23,0.68,1467,191,7,4.76,2,1,0,0,0,0
150747.67,0,362955.02,0,0,0,VND,VN,VN,0,LOW,6.03,7.31,508,192,2,14.62,1,1,0,0,0,0
1123307.56,7,1875955.86,1,1,1,VND,VN,US,1,MEDIUM,44.93,24.56,314,355,5,122.8,6,2,0,0,0,1
93866.51,1,316479.36,1,0,0,VND,VN,VN,0,LOW,3.75,3.1,159,159,2,6.19,2,2,0,0,0,0
288949.55,2,259682.92,0,0,0,VND,VN,VN,0,MEDIUM,11.56,8.13,611,450,2,16.25,2,2,0,0,0,0
316902.53,1,1283667.75,1,0,0,VND,VN,VN,0,MEDIUM,12.68,35.65,869,145,1,35.65,1,1,0,0,1,0
1127782.48,2,2623119.79,0,1,0,USD,US,VN,1,CRITICAL,1127782.48,330117.54,564,316,4,1320470.14,4,1,0,0,0,0
135652.82,1,719108.2,0,0,0,VND,VN,VN,0,LOW,5.43,9.16,32,592,1,9.16,2,1,0,0,1,0
636540.1,2,1238574.37,1,0,0,VND,VN,VN,0,MEDIUM,25.46,19.17,587,474,2,38.33,0,1,0,0,0,0
544019.69,2,3170398.2,0,1,1,USD,US,VN,1,CRITICAL,544019.69,531795.53,567,65,3,1595386.58,3,1,0,0,0,1
337576.81,1,416050.43,1,0,0,VND,VN,VN,0,MEDIUM,13.5,19.08,537,453,2,38.17,1,2,0,0,0,0
1781119.59,1,1922043.33,0,1,0,VND,VN,US,1,MEDIUM,71.24,17.09,1106,70,4,68.37,0,2,0,0,1,0
334234.04,2,362086.61,0,0,0,VND,VN,VN,0,MEDIUM,13.37,13.59,1294,61,0,13.59,0,0,0,0,0,0
746675.67,0,1490138.77,0,0,0,VND,VN,VN,0,MEDIUM,29.87,31.5,598,550,1,31.5,1,1,0,0,0,0
126557.63,4,531612.47,0,0,1,VND,VN,VN,0,LOW,5.06,4.69,876,244,0,4.69,1,0,0,0,0,0
163867.72,1,658576.41,1,0,0,VND,VN,VN,0,LOW,6.55,8.46,807,29,2,16.92,3,1,0,0,1,0
1137303.74,2,3590046.07,0,1,0,USD,US,VN,1,CRITICAL,1137303.74,1131537.51,287,311,3,3394612.53,1,2,0,0,0,0
3499121.9,0,13738668.59,0,0,0,VND,VN,VN,0,HIGH,139.96,170.26,139,315,2,340.52,2,0,0,0,0,0
1968223.09,2,8456076.52,0,1,0,USD,US,VN,1,CRITICAL,1968223.09,805464.11,819,439,2,1610928.23,4,1,0,0,0,0
499449.82,0,2137762.66,0,0,0,VND,VN,VN,0,MEDIUM,19.98,7.58,209,255,3,22.75,3,2,0,0,1,0
484083.29,1,1645933.65,0,0,0,VND,VN,VN,0,MEDIUM,19.36,6.58,1428,668,4,26.32,1,1,0,0,0,0
839198.97,4,1432916.18,0,1,1,USD,US,VN,1,CRITICAL,839198.97,949199.75,701,44,3,2847599.25,1,1,0,0,1,1
651529.73,2,807273.2,0,0,0,VND,VN,VN,0,MEDIUM,26.06,16.96,437,632,4,67.85,2,0,0,0,0,0
213696.52,4,434074.06,0,1,1,VND,VN,US,1,MEDIUM,8.55,2.02,757,414,5,10.11,2,1,0,0,0,0
365028.65,0,669143.07,0,0,1,VND,VN,VN,0,MEDIUM,14.6,19.25,291,644,2,38.49,0,2,0,0,0,1
408874.34,0,1053213.57,0,0,0,VND,VN,VN,0,MEDIUM,16.35,40.42,1063,504,1,40.42,4,0,0,0,0,1
636657.09,2,3855188.1,0,0,1,VND,VN,VN,0,MEDIUM,25.47,82.6,119,468,0,82.6,1,0,0,0,0,0
124646.7,3,112745.04,0,0,1,VND,VN,VN,0,LOW,4.99,2.67,595,174,4,10.67,6,3,0,0,0,0
131720.02,2,690065.46,0,0,0,VND,VN,VN,0,LOW,5.27,14.59,545,461,1,14.59,0,0,0,0,0,0
138114.87,0,537264.91,0,0,1,VND,VN,VN,0,LOW,5.52,4.05,828,641,2,8.1,0,1,0,0,1,0
438774.25,2,563873.4,0,0,0,VND,VN,VN,0,MEDIUM,17.55,13.14,1220,652,3,39.41,4,1,0,0,0,0
443493.58,2,2256370.24,0,0,0,VND,VN,VN,0,MEDIUM,17.74,4.28,623,163,3,12.83,1,1,0,0,0,0
145458.65,1,536227.13,0,0,0,VND,VN,VN,0,LOW,5.82,3.69,1295,158,5,18.44,2,4,0,0,0,0
1246321.88,2,5575235.25,0,0,0,VND,VN,VN,0,MEDIUM,49.85,20.59,785,5,4,82.37,1,0,0,0,0,0
367610.26,0,657202.01,0,0,1,VND,VN,VN,0,MEDIUM,14.7,42.91,436,121,0,42.91,3,0,0,0,0,0
1280199.7,2,1275818.37,0,1,0,USD,US,VN,1,CRITICAL,1280199.7,172142.4,1443,335,7,1204996.82,4,3,0,0,0,1
253794.4,3,1271162.3,0,0,0,VND,VN,VN,0,MEDIUM,10.15,8.55,251,76,1,8.55,2,1,0,0,1,0
595925.09,0,2897066.03,0,0,0,VND,VN,VN,0,MEDIUM,23.84,17.05,803,437,3,51.14,4,3,0,0,0,1
397170.4,1,1311826.69,0,0,1,VND,VN,VN,0,MEDIUM,15.89,3.95,1293,769,5,19.76,2,2,0,0,1,1
1223698.91,2,5825058.7,0,0,0,VND,VN,VN,0,MEDIUM,48.95,71.26,787,125,2,142.52,1,2,0,0,0,0
119321.33,1,462317.23,0,0,0,VND,VN,VN,0,LOW,4.77,1.24,926,692,8,9.96,1,0,0,0,0,0
93043.94,1,358674.07,0,0,0,VND,VN,VN,0,LOW,3.72,3.8,28,126,3,11.41,5,2,0,0,1,0
170238.59,1,890868.29,0,0,0,VND,VN,VN,0,LOW,6.81,3.53,340,519,2,7.06,3,0,0,0,0,0
449105.38,2,840653.83,0,0,1,VND,VN,VN,0,MEDIUM,17.96,16.63,357,736,3,49.9,2,2,0,0,0,1
215115.82,5,553502.08,0,0,1,VND,VN,VN,0,MEDIUM,8.6,8.06,353,135,3,24.17,2,2,1,0,0,0
769326.53,1,731279.99,0,0,0,VND,VN,VN,0,MEDIUM,30.77,48.96,1055,414,2,97.92,4,2,0,0,0,0
220760.01,2,531010.76,0,0,0,VND,VN,VN,0,MEDIUM,8.83,2.94,639,7,2,5.88,1,1,0,0,0,0
667591.18,1,3455496.09,1,0,1,VND,VN,VN,0,MEDIUM,26.7,25.38,1485,157,3,76.13,0,1,0,0,1,0
497831.08,3,2375038.55,0,1,0,USD,US,VN,1,CRITICAL,497831.08,76088.65,869,511,7,532620.58,1,0,0,0,0,0
720203.98,0,2900711.73,1,0,0,VND,VN,VN,0,MEDIUM,28.81,20.9,125,741,2,41.8,7,1,0,0,1,0
828079.88,1,1645698.94,0,0,0,VND,VN,VN,0,MEDIUM,33.12,22.56,694,569,4,90.24,0,2,0,0,0,0
194154.71,1,557387.01,0,0,0,VND,VN,VN,0,LOW,7.77,22.58,913,98,1,22.58,0,1,0,0,0,0
428125.34,1,1713405.01,0,0,0,VND,VN,VN,0,MEDIUM,17.13,19.45,587,568,3,58.35,1,1,0,0,0,0
362502.33,1,740429.35,0,0,0,VND,VN,VN,0,MEDIUM,14.5,12.07,763,456,1,12.07,1,0,0,0,1,0
436930.86,3,597379.44,0,0,0,VND,VN,VN,0,MEDIUM,17.48,4.42,250,445,2,8.84,2,2,0,0,0,0
2659982.78,4,4859135.03,0,1,0,VND,VN,US,1,HIGH,106.4,65.73,515,100,4,262.92,3,3,0,0,0,0
615326.72,2,3153664.3,1,0,0,VND,VN,VN,0,MEDIUM,24.61,21.55,131,27,3,64.66,1,0,0,0,0,0
436081.56,1,1551192.6,0,0,0,VND,VN,VN,0,MEDIUM,17.44,14.42,949,282,3,43.25,1,2,0,0,0,0
487618.8,2,2068497.11,0,0,0,VND,VN,VN,0,MEDIUM,19.5,20.4,595,363,2,40.79,2,2,0,0,0,0
114467.78,4,111581.84,0,0,0,VND,VN,VN,0,LOW,4.58,4.58,885,280,2,9.16,3,2,0,0,0,0
287595.45,3,787631.53,0,0,1,VND,VN,VN,0,MEDIUM,11.5,12.52,780,138,1,12.52,1,1,0,0,0,0
129815.82,1,249194.86,0,0,0,VND,VN,VN,0,LOW,5.19,13.71,493,13,1,13.71,2,1,0,0,1,0
292546.94,1,1415495.93,0,0,0,VND,VN,VN,0,MEDIUM,11.7,32.0,1324,259,0,32.0,3,0,0,0,0,0
2983022.81,3,4909589.01,0,1,0,USD,US,VN,1,CRITICAL,2983022.81,2201332.67,1237,693,4,8805330.66,5,3,0,0,1,1
1563592.63,5,3713386.99,0,1,0,VND,VN,US,1,MEDIUM,62.54,24.67,823,739,5,123.33,0,3,0,0,0,0
45288.45,3,278169.36,0,0,1,VND,VN,VN,0,LOW,1.81,0.84,1429,553,3,2.52,1,3,0,0,0,0
135252.69,1,671787.82,0,0,0,VND,VN,VN,0,LOW,5.41,14.4,524,305,1,14.4,0,0,0,0,0,0
458546.1,1,2583269.09,0,0,1,VND,VN,VN,0,MEDIUM,18.34,11.35,475,487,4,45.4,0,0,0,0,0,0
970939.72,3,5029888.56,0,1,0,VND,VN,US,1,MEDIUM,38.84,30.3,354,731,3,90.9,3,2,0,0,0,0
533856.75,1,2791678.06,0,0,0,VND,VN,VN,0,MEDIUM,21.35,28.91,252,148,2,57.83,1,2,0,0,0,0
119921.51,3,555980.86,0,0,0,VND,VN,VN,0,LOW,4.8,11.75,135,225,1,11.75,1,1,0,0,1,0
394860.95,1,659291.19,0,0,0,VND,VN,VN,0,MEDIUM,15.79,47.65,1110,183,0,47.65,1,0,0,0,0,0
410018.47,1,1464194.45,0,0,0,VND,VN,VN,0,MEDIUM,16.4,22.67,1400,212,2,45.34,1,1,0,0,0,0
536287.52,2,778671.23,1,0,1,VND,VN,VN,0,MEDIUM,21.45,12.18,933,409,5,60.92,2,1,0,0,0,0
1047018.25,5,3573166.13,0,1,1,VND,VN,US,1,MEDIUM,41.88,20.48,293,633,4,81.92,1,0,0,0,0,1
532237.39,1,2518527.14,0,0,0,VND,VN,VN,0,MEDIUM,21.29,24.54,992,69,3,73.61,1,3,0,0,0,0
4410987.25,1,15164218.08,0,1,0,USD,US,VN,1,CRITICAL,4410987.25,8930315.76,1124,235,1,8930315.76,3,1,0,0,0,0
53932.0,1,147785.74,0,0,0,VND,VN,VN,0,LOW,2.16,5.9,1400,650,1,5.9,3,1,0,0,0,0
308284.13,0,2034995.67,1,0,0,VND,VN,VN,0,MEDIUM,12.33,10.15,266,198,2,20.3,1,2,0,0,0,1
76514.65,2,252202.27,0,0,0,VND,VN,VN,0,LOW,3.06,1.82,983,322,5,9.12,1,1,0,0,0,0
155570.31,0,267608.15,0,0,0,VND,VN,VN,0,LOW,6.22,3.72,94,535,3,11.16,5,0,0,0,1,0
165391.25,1,419603.13,0,0,0,VND,VN,VN,0,LOW,6.62,3.5,823,648,2,7.0,1,1,0,0,1,0
282140.82,2,801016.72,0,0,0,VND,VN,VN,0,MEDIUM,11.29,16.2,684,171,2,32.39,2,1,0,0,0,0
393625.72,0,821486.16,0,0,0,VND,VN,VN,0,MEDIUM,15.75,27.06,364,661,2,54.13,2,2,0,0,0,0
584631.79,1,1385151.21,1,0,0,VND,VN,VN,0,MEDIUM,23.39,7.8,1260,664,3,23.41,2,1,0,0,1,0
361499.53,3,2062696.57,0,0,1,VND,VN,VN,0,MEDIUM,14.46,14.88,1294,129,2,29.76,4,0,0,0,1,0
491501.7,1,1491756.54,0,0,0,VND,VN,VN,0,MEDIUM,19.66,61.03,544,556,0,61.03,0,0,0,0,0,0
132075.08,2,212449.73,0,0,1,VND,VN,VN,0,LOW,5.28,12.03,1163,398,1,12.03,0,1,0,0,0,0
3682098.21,1,4868759.28,1,1,0,VND,VN,US,1,HIGH,147.28,53.91,940,264,5,269.53,0,1,0,0,1,1
25037.58,0,200528.92,0,0,0,VND,VN,VN,0,LOW,1.0,1.7,187,475,2,3.39,2,0,0,0,0,0
931935.68,1,3070781.7,0,0,0,VND,VN,VN,0,MEDIUM,37.28,58.34,729,375,2,116.68,0,2,0,0,0,0
814557.25,1,2030970.1,0,0,1,VND,VN,VN,0,MEDIUM,32.58,41.83,597,573,1,41.83,0,1,0,0,1,0
520497.6,2,496363.07,0,0,0,VND,VN,VN,0,MEDIUM,20.82,22.05,1079,514,3,66.16,2,1,0,0,1,0
1578087.76,1,5533395.47,1,0,0,VND,VN,VN,0,MEDIUM,63.12,27.5,444,718,3,82.51,1,3,0,0,0,1
323898.83,3,308860.07,0,1,0,VND,VN,US,1,MEDIUM,12.96,5.74,641,566,6,34.45,2,0,0,0,0,0
532091.32,3,803162.9,0,0,0,VND,VN,VN,0,MEDIUM,21.28,9.55,1122,575,3,28.65,1,1,0,0,0,0
328183.96,2,2004212.13,0,0,0,VND,VN,VN,0,MEDIUM,13.13,6.33,170,101,4,25.31,1,4,0,0,0,0
356134.65,0,1036311.22,1,0,0,VND,VN,VN,0,MEDIUM,14.25,21.58,872,592,2,43.16,3,0,0,0,0,0
123911.46,2,305430.93,0,0,0,VND,VN,VN,0,LOW,4.96,8.12,202,184,2,16.24,0,2,0,0,1,0
398756.26,2,1199799.49,1,0,1,VND,VN,VN,0,MEDIUM,15.95,21.17,50,712,2,42.34,0,1,0,0,0,1
384949.54,1,1952541.53,1,0,0,VND,VN,VN,0,MEDIUM,15.4,7.29,136,784,5,36.46,3,2,0,0,0,0
176805.17,6,474180.05,1,0,0,VND,VN,VN,0,LOW,7.07,4.7,154,184,2,9.39,3,0,1,0,0,1
281666.75,0,1709941.39,0,0,0,VND,VN,VN,0,MEDIUM,11.27,15.19,451,185,1,15.19,2,1,0,0,0,0
110649.42,2,437393.43,0,0,1,VND,VN,VN,0,LOW,4.43,2.98,1015,153,2,5.96,1,2,0,0,0,0
220455.44,2,386706.88,1,0,0,VND,VN,VN,0,MEDIUM,8.82,8.72,1121,132,3,26.17,2,2,0,0,1,0
609633.51,1,2702399.7,1,0,0,VND,VN,VN,0,MEDIUM,24.39,8.86,454,224,4,35.46,1,2,0,0,0,0
618841.91,1,2828059.73,0,0,0,VND,VN,VN,0,MEDIUM,24.75,84.75,1343,311,1,84.75,1,1,0,0,0,0
527828.25,0,1991588.37,0,0,0,VND,VN,VN,0,MEDIUM,21.11,5.73,922,599,2,11.47,1,2,0,0,0,0
609436.79,0,1819016.58,0,0,1,VND,VN,VN,0,MEDIUM,24.38,20.1,336,602,3,60.3,2,2,0,0,0,0
615443.72,1,2984729.47,0,0,0,VND,VN,VN,0,MEDIUM,24.62,8.67,1448,351,2,17.33,1,1,0,0,0,0
183018.03,3,927330.67,1,0,1,VND,VN,VN,0,LOW,7.32,3.05,1025,82,2,6.11,0,1,0,0,0,0
382567.38,0,472014.01,0,0,0,VND,VN,VN,0,MEDIUM,15.3,20.85,134,768,2,41.69,3,0,0,0,1,0
670034.71,1,1651377.05,0,0,0,VND,VN,VN,0,MEDIUM,26.8,23.4,1086,275,3,70.19,1,1,0,0,0,0
303489.86,3,1100982.77,0,1,0,USD,US,VN,1,CRITICAL,303489.86,206022.59,55,131,5,1030112.94,5,3,0,0,0,0
104925.98,2,749868.47,1,0,1,VND,VN,VN,0,LOW,4.2,1.05,302,54,2,2.11,2,1,0,0,1,0
100660.94,0,350362.05,0,0,0,VND,VN,VN,0,LOW,4.03,2.48,1232,564,0,2.48,0,0,0,0,0,1
77718.21,2,320751.94,0,0,0,VND,VN,VN,0,LOW,3.11,10.29,674,147,1,10.29,1,1,0,0,1,0
134846.9,1,136623.2,0,0,0,VND,VN,VN,0,LOW,5.39,8.36,845,712,0,8.36,2,0,0,0,0,1
199965.17,1,827755.81,0,0,0,VND,VN,VN,0,LOW,8.0,13.64,976,773,1,13.64,1,0,0,0,0,0
921934.2,0,4652379.7,0,0,0,VND,VN,VN,0,MEDIUM,36.88,77.53,423,44,1,77.53,1,1,0,0,0,0
213607.25,2,1345065.2,0,0,0,VND,VN,VN,0,MEDIUM,8.54,12.54,1364,416,0,12.54,1,0,0,0,0,0
95103.62,2,507517.14,0,0,0,VND,VN,VN,0,LOW,3.8,1.91,12,596,2,3.82,3,0,0,0,0,0
335924.36,1,1183182.27,1,0,0,VND,VN,VN,0,MEDIUM,13.44,9.89,1387,764,3,29.68,1,1,0,0,0,0
257371.85,2,880316.98,0,0,0,VND,VN,VN,0,MEDIUM,10.29,6.18,340,80,5,30.89,1,0,0,0,0,0
164950.56,1,846227.14,0,0,0,VND,VN,VN,0,LOW,6.6,1.47,1170,669,5,7.36,1,0,0,0,1,0
190723.04,1,708055.38,0,0,0,VND,VN,VN,0,LOW,7.63,1.94,1325,312,5,9.72,2,1,0,0,0,0
3259464.51,4,7529331.67,0,1,0,VND,VN,US,1,HIGH,130.38,50.89,283,788,5,254.45,3,2,0,0,0,0
103010.53,1,594158.59,0,0,0,VND,VN,VN,0,LOW,4.12,3.44,342,688,0,3.44,0,0,0,0,0,1
85022.64,0,392956.72,0,0,0,VND,VN,VN,0,LOW,3.4,1.64,798,228,2,3.28,4,2,0,0,1,0
420889.96,1,2184207.36,0,0,0,VND,VN,VN,0,MEDIUM,16.84,12.21,814,537,1,12.21,1,1,0,0,0,0
187123.13,4,596213.65,1,0,0,VND,VN,VN,0,LOW,7.48,7.34,951,418,3,22.03,1,3,0,0,0,0
3343629.6,3,15548642.63,0,1,1,VND,VN,US,1,HIGH,133.75,219.51,1294,768,1,219.51,2,1,0,0,0,1
264150.05,1,250321.92,1,0,1,VND,VN,VN,0,MEDIUM,10.57,25.99,1337,414,0,25.99,0,0,0,0,1,0
275053.41,2,1605660.42,0,0,1,VND,VN,VN,0,MEDIUM,11.0,3.27,435,502,4,13.1,3,4,0,0,1,0
534942.16,3,1216754.71,0,0,0,VND,VN,VN,0,MEDIUM,21.4,6.67,1385,416,3,20.0,2,1,0,0,0,1
84616.1,3,169543.51,1,0,0,VND,VN,VN,0,LOW,3.38,3.15,724,656,2,6.3,1,2,0,0,0,0
382005.2,2,982328.76,1,0,1,VND,VN,VN,0,MEDIUM,15.28,1.66,1044,32,5,8.29,4,0,0,0,1,0
225434.82,1,656944.76,0,0,1,VND,VN,VN,0,MEDIUM,9.02,5.04,1119,755,4,20.16,0,2,0,0,0,0
640564.43,0,1157273.3,0,0,1,VND,VN,VN,0,MEDIUM,25.62,7.55,21,487,3,22.64,2,0,0,0,1,0
182575.14,0,12420.43,0,0,1,VND,VN,VN,0,LOW,7.3,9.85,639,249,2,19.71,4,1,0,0,0,0
338614.17,1,1865355.77,0,0,1,VND,VN,VN,0,MEDIUM,13.54,18.97,725,564,2,37.95,2,0,0,0,1,0
226562.66,3,814192.93,0,0,0,VND,VN,VN,0,MEDIUM,9.06,5.38,20,383,3,16.14,0,2,0,0,0,0
404203.86,1,623574.32,0,0,0,VND,VN,VN,0,MEDIUM,16.17,18.15,1406,713,3,54.44,1,2,0,0,1,0
245644.43,2,630811.02,0,0,0,VND,VN,VN,0,MEDIUM,9.83,5.34,962,191,6,32.05,2,0,0,0,0,0
361035.94,1,1377691.8,0,0,0,VND,VN,VN,0,MEDIUM,14.44,9.0,1263,637,3,26.99,1,1,0,0,1,0
1104528.4,6,5097053.67,1,0,0,VND,VN,VN,0,MEDIUM,44.18,17.85,693,187,6,107.13,0,1,0,0,1,1
239308.78,2,727453.28,0,0,0,VND,VN,VN,0,MEDIUM,9.57,31.54,268,297,1,31.54,1,1,0,0,0,0
401138.51,2,1573189.67,0,0,0,VND,VN,VN,0,MEDIUM,16.05,53.69,1375,220,0,53.69,2,0,0,0,0,0
1647634.11,1,3244037.05,0,0,1,VND,VN,VN,0,MEDIUM,65.91,102.31,857,219,0,102.31,2,0,0,0,0,1
1145360.44,8,6218613.08,1,1,0,VND,VN,US,1,MEDIUM,45.81,14.62,1219,19,6,87.72,4,2,0,0,1,1
47780.21,0,88214.98,0,0,0,VND,VN,VN,0,LOW,1.91,4.55,963,464,0,4.55,1,0,0,0,0,0
179926.33,5,260818.87,1,0,0,VND,VN,VN,0,LOW,7.2,6.05,1078,153,3,18.14,3,1,1,0,0,1
120233.16,0,396578.51,0,0,0,VND,VN,VN,0,LOW,4.81,5.89,611,750,2,11.77,2,0,0,0,0,0
592124.58,1,2964264.67,0,0,0,VND,VN,VN,0,MEDIUM,23.68,11.33,207,655,3,34.0,2,1,0,0,0,1
276408.6,1,544959.94,0,0,0,VND,VN,VN,0,MEDIUM,11.06,22.18,181,66,1,22.18,2,1,0,0,0,0
658446.46,1,1116622.22,0,0,1,VND,VN,VN,0,MEDIUM,26.34,8.77,1147,84,3,26.31,0,3,0,0,0,0
1774979.67,9,1923530.83,1,1,0,USD,US,VN,1,CRITICAL,1774979.67,1530085.98,102,297,2,3060171.96,2,2,0,0,0,1
467628.92,6,961155.87,0,0,0,VND,VN,VN,0,MEDIUM,18.71,18.15,805,560,3,54.44,0,2,0,0,0,0
118482.39,0,293134.22,0,0,0,VND,VN,VN,0,LOW,4.74,12.94,1241,480,1,12.94,3,1,0,0,1,0
433077.06,1,2323729.25,0,0,0,VND,VN,VN,0,MEDIUM,17.32,56.67,1307,143,1,56.67,3,1,0,0,0,0
3518546.12,9,3564010.94,1,1,0,VND,VN,US,1,HIGH,140.74,58.91,892,103,2,117.81,1,2,0,0,1,1
100175.37,2,185223.5,0,0,0,VND,VN,VN,0,LOW,4.01,1.89,1135,780,4,7.57,3,1,0,0,0,0
233781.56,2,1161172.07,0,0,0,VND,VN,VN,0,MEDIUM,9.35,3.46,1058,588,6,20.78,1,4,0,0,0,0
